id,label,year,country,tag,source_file
Q207786,Tamagotchi,1996,Japan,gaming,gaming_q1
Q5367731,Touhou Reiiden ~ Highly Responsive to Prayers,1996,Japan,gaming,gaming_q1
Q5368031,Touhou Fuumaroku ~ Story of Eastern Wonderland,1996,Japan,gaming,gaming_q1
Q67178568,Final Fantasy VI: The Interactive CG Game,1996,Japan,gaming,gaming_q1
Q7430371,Scared Stiff,1996,,gaming,gaming_q1
Q72100068,Aardwolf MUD,1996,,gaming,gaming_q1
Q20926324,Junk Yard,1996,,gaming,gaming_q1
Q5005880,C-Dogs,1997,,gaming,gaming_q1
Q5560154,Giga Pet,1997,United States,gaming,gaming_q1
Q72119699,Blades of Exile,1997,,gaming,gaming_q1
Q72271760,GNUbg,1997,,gaming,gaming_q1
Q110011845,Burger King CD-i,1997,United States,gaming,gaming_q1
Q1393920,Medieval Madness,1997,,gaming,gaming_q1
Q88501494,emacs-sokoban,1997,,gaming,gaming_q1
Q5121981,Cirqus Voltaire,1997,,gaming,gaming_q1
Q594880,Dink Smallwood,1998,Japan,gaming,gaming_q1
Q7262804,PySol,1998,,gaming,gaming_q1
Q10695452,The Champion Pub,1998,,gaming,gaming_q1
Q103998519,Snowcraft,1998,,gaming,gaming_q1
Q7517272,Sim RPG Maker,1998,,gaming,gaming_q1
Q6902689,Monster Bash,1998,,gaming,gaming_q1
Q931056,Simutrans,1999,Germany,gaming,gaming_q1
Q569172,Neopets,1999,United Kingdom,gaming,gaming_q1
Q1861413,Falcon's Eye,1999,,gaming,gaming_q1
Q2722848,Toy Commander,1999,France,gaming,gaming_q1
Q1022328,C-evo,1999,Germany,gaming,gaming_q1
Q6808054,MegaMek,2000,,gaming,gaming_q1
Q12270909,Trans,2000,Bulgaria,gaming,gaming_q1
Q86752003,Flirtboat,2000,Austria,gaming,gaming_q1
Q110088912,Karpov Schach 2000,2000,Germany,gaming,gaming_q1
Q187732,RuneScape,2001,United Kingdom,gaming,gaming_q1
Q1750824,StepMania,2001,United States,gaming,gaming_q1
Q4036411,Colobot,2001,Switzerland,gaming,gaming_q1
Q161234,0 A.D.,2001,United States,gaming,gaming_q1
Q220102,Zoo Tycoon,2001,United States,gaming,gaming_q1
Q604532,Soldat,2001,Poland,gaming,gaming_q1
Q5437356,FateLords,2002,,gaming,gaming_q1
Q11855433,MyCoke,2002,,gaming,gaming_q1
Q28501087,The King of Fighters EX: Neo Blood,2002,Japan,gaming,gaming_q1
Q28531218,Furry Dragons,2002,,gaming,gaming_q1
Q584620,NWScript,2002,,gaming,gaming_q1
Q1159590,Danger from the Deep,2003,,gaming,gaming_q1
Q7196229,Pinky:St,2003,Japan,gaming,gaming_q1
Q162028,FreeCol,2003,,gaming,gaming_q1
Q2099056,Omerta,2003,Netherlands,gaming,gaming_q1
Q2361202,IMVU,2004,United States,gaming,gaming_q1
Q1014621,Fish Fillets NG,2004,,gaming,gaming_q1
Q9345645,Stendhal,2004,,gaming,gaming_q1
Q22077991,Google Santa Tracker,2004,,gaming,gaming_q1
Q869371,Firefall,2005,United States,gaming,gaming_q1
Q15285443,Biniax,2005,,gaming,gaming_q1
Q6699736,Lugaru,2005,United States,gaming,gaming_q1
Q4051354,The White Chamber,2005,United Kingdom,gaming,gaming_q1
Q5376093,Endgame: Singularity,2005,,gaming,gaming_q1
Q2501239,Rigs of Rods,2005,France,gaming,gaming_q1
Q2012847,Talkman,2005,,gaming,gaming_q1
Q5324724,eXceed,2005,,gaming,gaming_q1
Q7616227,Stick Sports,2006,,gaming,gaming_q1
Q6355017,Kalydo,2006,,gaming,gaming_q1
Q7880411,UltraPin,2006,,gaming,gaming_q1
Q1071410,Nintendo DS & DSi Browser,2006,Japan,gaming,gaming_q1
Q25091050,Performous,2006,,gaming,gaming_q1
Q11254349,Wii Message Board,2006,Japan,gaming,gaming_q1
Q307397,gbrainy,2007,,gaming,gaming_q1
Q3108874,Panfu,2007,Germany,gaming,gaming_q1
Q5529307,Gbanga,2007,Switzerland,gaming,gaming_q1
Q126279054,CG Madness,2007,,gaming,gaming_q1
Q3508678,VBS2,2007,,gaming,gaming_q1
Q115864987,VCMI,2007,,gaming,gaming_q1
Q7576983,Spider-Man,2007,,gaming,gaming_q1
Q7202335,Platinum Arts Sandbox Free 3D Game Maker,2007,,gaming,gaming_q1
Q244503,eRepublik,2007,,gaming,gaming_q1
Q508755,Aether,2008,United States,gaming,gaming_q1
Q4222785,Klavogonki,2008,,gaming,gaming_q1
Q19680984,:The Game:,2008,,gaming,gaming_q1
Q27702888,Ekoloko,2008,Israel,gaming,gaming_q1
Q104625514,Ginormo Sword,2008,Japan,gaming,gaming_q1
Q130737611,Sephiroth vs Silent Hill II Interactive,2008,,gaming,gaming_q1
Q11319532,TV no Tomo Channel,2008,Japan,gaming,gaming_q1
Q254255,iRacing,2008,United States,gaming,gaming_q1
Q17223858,Go Go Burunyanman,2008,,gaming,gaming_q1
Q7034320,NihongoUp,2009,,gaming,gaming_q1
Q6704911,Mikmak,2009,Israel,gaming,gaming_q1
Q1322735,Toonix,2010,,gaming,gaming_q1
Q4346873,The Pioneer Trail,2010,United States,gaming,gaming_q1
Q5383172,Phylo,2010,,gaming,gaming_q1
Q5384198,EteRNA,2010,United States,gaming,gaming_q1
Q97622702,Railway Operation Simulator,2010,United Kingdom,gaming,gaming_q1
Q3110756,GeoFS,2010,,gaming,gaming_q1
Q2424926,Cities XL 2011,2010,France,gaming,gaming_q1
Q17166638,Triskelion,2011,,gaming,gaming_q1
Q18216029,The Trash Pack,2011,Australia,gaming,gaming_q1
Q16041162,Stunt Rally,2011,,gaming,gaming_q1
Q1503177,SpaceEngine,2011,Russia,gaming,gaming_q1
Q15150055,Star Stable,2011,Sweden,gaming,gaming_q1
Q30636895,HyperRogue,2011,Poland,gaming,gaming_q1
Q16927849,Talking Angela,2012,,gaming,gaming_q1
Q16251608,Dr. Panda Games,2012,,gaming,gaming_q1
Q106960102,Jack Move,2012,United Kingdom,gaming,gaming_q1
Q127600881,TENNNES,2012,Netherlands,gaming,gaming_q1
Q22907939,Drawception,2012,United States,gaming,gaming_q1
Q18149304,Disney Tsum Tsum,2013,Japan,gaming,gaming_q1
Q4724280,Algodoo,2013,,gaming,gaming_q1
Q23058468,Continue?9876543210,2013,United States,gaming,gaming_q1
Q16927767,QuizUp,2013,Iceland,gaming,gaming_q1
Q97326757,GT Racing 2: The Real Car Experience,2013,,gaming,gaming_q1
Q17625797,Trivia Crack,2014,Argentina,gaming,gaming_q1
Q31850593,Cooking Fever,2014,,gaming,gaming_q1
Q109828410,Signalis,2014,Germany,gaming,gaming_q1
Q47461874,Zwift,2014,,gaming,gaming_q1
Q57313932,Tuxemon,2014,,gaming,gaming_q1
Q125584420,qeqe,2015,Bolivia,gaming,gaming_q1
Q138840618,Scryde,2015,United Arab Emirates,gaming,gaming_q1
Q117748155,Cendric,2015,,gaming,gaming_q1
Q97353723,Project Awakening,2015,,gaming,gaming_q1
Q2319194,Darkfall,2015,,gaming,gaming_q1
Q65621316,hoverboard-sdl,2015,,gaming,gaming_q1
Q28377600,Soldiers Inc: Mobile Warfare,2016,,gaming,gaming_q1
Q28441914,Throne: Kingdom at War,2016,,gaming,gaming_q1
Q55623095,Mightier,2016,United States,gaming,gaming_q1
Q97064019,Pony Town,2016,,gaming,gaming_q1
Q139380170,Rhomb Bomb,2016,,gaming,gaming_q1
Q56401600,Hotel Hideaway,2016,Finland,gaming,gaming_q1
Q135898064,FreeSO,2017,United Kingdom,gaming,gaming_q1
Q137321699,Blockman GO,2017,Singapore,gaming,gaming_q1
Q105093998,Rusted Warfare,2017,,gaming,gaming_q1
Q114067841,Mahou Arms,2017,,gaming,gaming_q1
Q106926126,Veloren,2018,,gaming,gaming_q1
Q115165620,Surge the Rabbit,2018,Brazil,gaming,gaming_q1
Q98097285,Sorare,2018,France,gaming,gaming_q1
Q20972942,Universe Sandbox 2,2019,,gaming,gaming_q1
Q86587742,Egunean Behin,2019,,gaming,gaming_q1
Q105144569,The Seven Deadly Sins: Grand Cross,2019,,gaming,gaming_q1
Q93807404,Pokémon Home,2020,,gaming,gaming_q1
Q105702508,Elemental on Discord,2020,United States,gaming,gaming_q1
Q113653936,Captain Velvet Meteor: The Jump+ Dimensions,2020,Switzerland,gaming,gaming_q1
Q98118802,Anarea,2020,,gaming,gaming_q1
Q74705108,Humankind,2021,France,gaming,gaming_q1
Q106872863,Heroic Expedition,2021,,gaming,gaming_q1
Q114842527,Slow Roads,2021,Scotland,gaming,gaming_q1
Q113644470,Lausanne 1830,2021,Switzerland,gaming,gaming_q1
Q122858515,PocketWordle,2022,,gaming,gaming_q1
Q122586023,Portal64,2022,,gaming,gaming_q1
Q126164494,Tigrinho,2023,Brazil,gaming,gaming_q1
Q135972108,The Siren,2024,,gaming,gaming_q1
Q131598574,Plinko,2025,United States,gaming,gaming_q1
Q134869678,Sweet Bonanza,2025,,gaming,gaming_q1
Q138453325,Swudoku,2025,Australia,gaming,gaming_q1
Q139380358,Sudokutope,2025,,gaming,gaming_q1
Q136720692,WikiAsteroids,2025,,gaming,gaming_q1
Q136733726,Blockchain Botany,2025,United States,gaming,gaming_q1
Q137944484,Lands of Jail,2025,,gaming,gaming_q1
Q133503264,Tagzania,2025,,gaming,gaming_q1
Q135676968,Wplace,2025,Brazil,gaming,gaming_q1
Q136802865,Pinfall,2026,Ireland,gaming,gaming_q1
