id,label,year,country,tag,source_file
Q688986,Battle of Hoyerswerda,1759,Germany,war,WarsRecord.csv
Q658845,Battle of Wandiwash,1760,India,war,WarsRecord.csv
Q688802,Battle of Torgau,1760,Germany,war,WarsRecord.csv
Q701139,Battle of Liegnitz,1760,Poland,war,WarsRecord.csv
Q689183,Battle of Sainte-Foy,1760,New France,war,WarsRecord.csv
Q697913,Battle of Landeshut,1760,Poland,war,WarsRecord.csv
Q697982,Battle of Burkersdorf,1762,Poland,war,WarsRecord.csv
Q677892,Battle of Freiberg,1762,Germany,war,WarsRecord.csv
Q9377280,Polish Civil War,1764,Polish–Lithuanian Commonwealth,revolution,Coups.csv
Q105528223,Veitel Heine Ephraim'sche Lehranstalt,1770,Prussia,empire,Treaties.csv
Q111795327,assassination of Narayan Rao,1773,,culture,Disasters.csv
Q692137,Landing at Kip's Bay,1776,United States,war,WarsRecord.csv
Q668595,Battle of Harlem Heights,1776,United States,war,WarsRecord.csv
Q106298640,Society of Universal Friends,1776,United States,empire,Treaties.csv
Q105357564,Societé des antiquités de Casse,1777,Germany,empire,Treaties.csv
Q63156812,Persian Civil War,1779,,revolution,Coups.csv
Q21002732,discovery of Uranus,1781,,technology,Inventions.csv
Q97391448,Česká společnost nauk,1784,Kingdom of Bohemia,empire,Treaties.csv
Q100742789,E. F. Ohle's Erben,1788,German Reich,empire,Treaties.csv
Q123376497,Pictet's experiment,1790,,technology,Inventions.csv
Q4553413,Tripolitanian civil war,1790,,revolution,Coups.csv
Q18244438,assassination of Gustav III of Sweden,1792,Sweden,culture,Disasters.csv
Q686995,Battle of Le Mans,1793,France,war,WarsRecord.csv
Q139073891,Afghan Civil War,1793,Durrani Empire,revolution,Coups.csv
Q8628,War in the Vendée,1793,French First Republic,revolution,Coups.csv
Q678227,Battle of Fleurus,1794,Belgium,war,WarsRecord.csv
Q249960,Chouannerie,1794,France,revolution,Coups.csv
Q107135780,Female Society of Philadelphia for the relief and employment of the poor,1795,United States,empire,Treaties.csv
Q656046,Battle of San Juan,1797,United States,war,WarsRecord.csv
Q685798,Battle of Winterthur,1799,Switzerland,war,WarsRecord.csv
Q4122570,War of the South,1799,Saint-Domingue,revolution,Coups.csv
Q620965,coup of 18 Brumaire,1799,French First Republic,revolution,Coups.csv
Q2998928,Coup of 30 Prairial Year VII,1799,French First Republic,revolution,Coups.csv
Q889182,Bockenkrieg,1804,Switzerland,revolution,Coups.csv
Q697034,Battle of Amstetten,1805,Austria,war,WarsRecord.csv
Q692074,Battle of Ivankovac,1805,Serbia,war,WarsRecord.csv
Q657502,Battle of Elchingen,1805,Germany,war,WarsRecord.csv
Q699665,Battle of Dürenstein,1805,Austria,war,WarsRecord.csv
Q3197905,Ottoman coups of 1807–1808,1807,Ottoman Empire,revolution,Coups.csv
Q2334896,1809 Swedish coup d'état,1809,Sweden,revolution,Coups.csv
Q7921192,Vere Street Coterie,1810,United Kingdom,revolution,Coups.csv
Q61692434,Crédit municipal de Lyon,1810,France,empire,Treaties.csv
Q65945070,Conseil général des fabriques et manufactures,1810,France,empire,Treaties.csv
Q61929099,ordre des avocats de Lyon,1810,France,empire,Treaties.csv
Q61937647,ordre des avocats de Toulouse,1810,France,empire,Treaties.csv
Q61937736,ordre des avocats de Nantes,1810,France,empire,Treaties.csv
Q61937835,ordre des avocats de Grenoble,1810,France,empire,Treaties.csv
Q689471,Battle of Albuera,1811,Kingdom of Spain,war,WarsRecord.csv
Q96358774,Cuerpo de Letrados de las Cortes Generales,1811,Spain,empire,Treaties.csv
Q65078310,Real Academia de Medicina y Cirugía de Murcia,1811,Spain,empire,Treaties.csv
Q61936188,ordre des avocats de Douai,1811,France,empire,Treaties.csv
Q21005831,assassination of Spencer Perceval,1812,United Kingdom of Great Britain and Ireland,culture,Disasters.csv
Q2697981,Argentine Civil Wars,1814,Argentina,revolution,Coups.csv
Q5671681,War between Artigas and the Directory,1814,,revolution,Coups.csv
Q61961884,ordre des avocats aux conseils,1817,France,empire,Treaties.csv
Q106268420,Pommersche Provinzial-Zuckersiederei,1817,Germany,empire,Treaties.csv
Q3733130,Oersted's law,1818,,technology,Inventions.csv
Q96145829,North Six-Mile Baptist Church,1818,United States,empire,Treaties.csv
Q5887690,Royalist War,1822,Kingdom of Spain,revolution,Coups.csv
Q137921128,Herati Civil War,1823,Herat (1793-1863),revolution,Coups.csv
Q5601911,Greek civil wars of 1823–1825,1823,First Hellenic Republic,revolution,Coups.csv
Q17633452,First Central American Civil War,1826,El Salvador,revolution,Coups.csv
Q135797958,Bruneian Civil War of 1826,1826,Bruneian Sultanate,revolution,Coups.csv
Q3398213,War of the Aggrieved,1827,Spain,revolution,Coups.csv
Q1237867,Liberal Wars,1828,,revolution,Coups.csv
Q5098735,Chilean Civil War of 1829-1830,1829,Chile,revolution,Coups.csv
Q1139213,Metropolitan Police,1829,United Kingdom,empire,Treaties.csv
Q16199212,assassination of Thomas Ashton,1831,United Kingdom of Great Britain and Ireland,culture,Disasters.csv
Q5392819,Fourth Argentine Civil War,1832,Argentine Confederation,revolution,Coups.csv
Q2341073,First Carlist War,1833,Spain,revolution,Coups.csv
Q16473092,Peruvian Civil War of 1834,1834,Peru,revolution,Coups.csv
Q5887865,Salaverry-Santa Cruz War,1835,Peru,revolution,Coups.csv
Q209297,Farroupilha Revolution,1835,,revolution,Coups.csv
Q1323522,League War,1835,Costa Rica,revolution,Coups.csv
